UniqueKey,Date_Test,TesterInitial,Bck_Consent,Bck_UsedService,Bck_Test_Self,Bck_Test_Friends,Bck_Test_Others,Bck_Test_Unk,Bck_Gender,Bck_SubstanceType,Bck_Description,Bck_Sub_Onsite,Bck_Sub_Offsite,Bck_Sub_GroundFind,Bck_Sub_Medical,Bck_Sub_Security,Bck_Sub_Online,Bck_Belief,Bck_Belief_Other,Raman_Consent,Raman_Result_1,Raman_Result_1_clean,Raman_Result_1_Other,Raman_Result_1_Other_clean,Raman_Result_2,Raman_Result_2_clean,Raman_Result_2_Other,Raman_Result_2_Other_clean,Raman_Result_3,Raman_Result_3_clean,Raman_Result_3_Other,Raman_Result_3_Other_clean,Raman_Result_4,Raman_Result_4_clean,Raman_Result_4_Other,Raman_Result_4_Other_clean,MachineCode,Howmany,Fentanyl_Conset,FTIR,Raman,Comments,Positive,Negative,UniqueCode,Color_Consent,Color_Result,Color_Result_2C,Color_Result_Other,Discard_YesMass_Before,Wereyousurprisedbythisresult,Areyousatisfiedwiththedrugcheckingprocess,Basedontheresultwhatwillyoudowithyourdrug,Mass_Comments,Data Entry
98,2017-08-08,KG,0,2,Yes,No,No,No,0,,,No,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,3407,Yes,0,,,1,1,0,0,,Carmen
99,2017-08-08,KL,0,2,Yes,Yes,No,No,0,3,Triangles and eye,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,3727,Yes,0,,,1,1,0,1,,Carmen
100,2017-08-08,EG,0,1,Yes,No,No,No,0,3,,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,3499,Yes,0,,,1,1,0,0,,Carmen
101,2017-08-12,EG,,2,Yes,Yes,No,No,0,3,,No,Yes,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,Yes,No,No,,No,Yes,3404,Yes,0,,,1,1,0,0,,Carmen
102,2017-08-12,AB,0,0,Yes,Yes,No,No,0,5,In a small eyedropper.,No,Yes,No,No,No,No,1,,Yes,,,,,,,,,,,,,,,,,,,Yes,No,No,No results of spec test or fentanyl test.,No,No,3427,Yes,11,,,0,0,0,4,,Carmen
103,2017-08-08,SB,0,2,Yes,No,No,No,0,0,Blue top small container with yellow flow and white powder.,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,3008,No,,,,1,0,0,2,,Carmen
104,2017-08-08,SB,0,0,Yes,No,No,No,0,0,Black crysal thinks it is MDMA.,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,3105,No,,,,1,1,0,0,,Carmen
105,2017-08-08,MD,0,2,No,Yes,No,No,1,1,"Pink bag, caps with small crystals.",No,No,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,5+4,,Yes,Yes,Yes,Raman inconclusive FTIR - MDA,No,Yes,3417,No,,,,1,1,0,0,,Carmen
106,2017-08-08,MD/SB,0,2,No,Yes,No,No,1,0,Large crystals in a pink bag,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,5,,Yes,Yes,Yes,Raman - inconclusive FTIR - ketamine,No,Yes,3419,No,,,,1,1,0,0,,Carmen
107,2017-08-08,LP,0,0,Yes,No,No,No,1,3,Was solid in a capsule. Blotter paper with blue orange tyedye.,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,1184,Yes,0,,,1,1,0,0,,Carmen
108,2017-08-08,LP,0,0,Yes,No,No,No,0,3,raibow blotter/wrapped in foil. 4 peices in foil,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,3089,Yes,0,,,1,1,0,0,,Carmen
109,2017-08-12,LP,0,2,Yes,Yes,No,No,0,0,Tan powder in plastic vial with green lip. Believes it is DMT,Yes,No,No,No,No,No,10,DMT,No,,,,,,,,,,,,,,,,,,,Yes,No,No,,No,Yes,2342,Yes,0,,,1,1,0,0,,Carmen
110,2017-08-12,TT,0,2,Yes,No,No,No,0,3,Brown blotter.,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,1268,Yes,0,,,1,1,0,0,,Carmen
111,2017-08-12,POLLY,0,1,No,No,No,Yes,1,3,,No,No,Yes,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,1285,Yes,0,,,1,1,0,5,,Carmen
112,2017-08-12,TT,0,2,Yes,No,No,No,0,3,,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,2106,Yes,0,,,1,1,0,0,,Carmen
113,2017-08-12,KG,0,0,Yes,No,No,No,1,3,,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,Yes,No,No,,No,No,2702,Yes,0,,,1,1,0,0,No results marked for fentanyl testing.,Carmen
114,2017-08-12,TT,0,2,Yes,No,No,No,0,3,,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,1764,Yes,0,,,1,1,0,0,,Carmen
115,2017-08-12,POLLY,0,1,Yes,No,No,No,1,3,Red sun.,No,No,Yes,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,2330,Yes,0,,,1,1,0,0,Will also use with a friend.,Carmen
116,2017-08-12,JE,,,No,No,No,No,,,,No,No,No,No,No,No,,,No,3,COCAINE,,,,,,,,,,,,,,,,,Yes,No,No,,No,Yes,5008,No,,,,,,,,No other informaiton on the sheet. From medical B.,Carmen
117,2017-08-12,JE,,,No,No,No,No,,,,No,No,No,No,No,No,,,No,3,COCAINE,,,,,,,,,,,,,,,,,Yes,No,No,,No,Yes,5004,Yes,,,,,,,,No additional information. From Medical F.,Carmen
118,2017-08-12,JE,,,No,No,No,No,,,,No,No,No,No,No,No,,,No,7-DMT,OTHER,,DMT,ORGANIC DETAILS.,OTHER,,ORGANIC DETAILS,,,,,,,,,,,Yes,No,No,,No,Yes,5005,No,,,,,,,,No additional information on the sheet. From Medical E.,Carmen
119,2017-08-12,JE,,,No,No,No,No,,,,No,No,No,No,No,No,,,No,,,,,,,,,,,,,,,,,,,Yes,No,No,,No,Yes,5003,No,,,,,,,,No additional information on the sheet. From Medical G.,Carmen
120,2017-08-12,JE,,,No,No,No,No,,,,No,No,No,No,No,No,,,No,6,KETAMINE,,,,,,,,,,,,,,,,,Yes,No,No,,No,Yes,5006,No,,,,,,,,No additional information on the sheet. From medical D.,Carmen
121,2017-08-12,JE,,,No,No,No,No,,,,No,No,No,No,No,No,,,No,,,,,,,,,,,,,,,,,,,Yes,No,No,,No,Yes,5007,Yes,,,,,,,,No additional information on the sheet. From medical C.,Carmen
122,2017-08-12,GF,0,0,Yes,No,No,No,1,0,White powder in parachute black bag with gold skulls.,No,No,Yes,No,No,No,11,,Yes,1,MDMA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,2368,No,,,,1,0,0,0,,Carmen
123,2017-08-12,GF,0,0,Yes,No,No,No,1,0,Beige powder in gel caps in green weed signs bag.,No,No,Yes,No,No,No,11,,Yes,,,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,1203,No,,,,1,1,0,7,Will make decision later on what they will do with the drug.,Carmen
124,2017-08-12,GF,0,0,Yes,No,No,No,1,0,white powder in clar baggie.,Yes,No,No,No,No,No,,,Yes,3,COCAINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,1201,No,,,,1,1,0,0,,Carmen
125,2017-08-12,GF,0,0,Yes,No,No,No,1,0,White powder in clear baggie.,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,1200,No,,,,1,1,0,0,,Carmen
126,2017-08-12,MM,0,2,Yes,No,No,No,1,0,White powder black 8-ball bag.,No,Yes,No,No,No,No,2,,Yes,7,OTHER,DIMETHYL SULPHONE,DIMETHYL SULFONE,,,,,,,,,,,,,5,,No,No,Yes,,No,No,1617,No,,,,1,0,0,4,Will dispose on own. Got offsite in Vancouver.,Carmen
127,2017-08-12,MM,0,1,No,Yes,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,,,,,,,,,,,,,,,,,5,1,Yes,No,Yes,,No,Yes,3509,No,,,,1,1,0,0,No results of spec test.,Carmen
128,2017-08-12,MM,0,2,No,No,Yes,No,1,0,Clear baggie.,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,7,OTHER,PHENANCETIN,PHENACETIN,,,,,,,,,5,,Yes,No,Yes,,No,Yes,3508,No,,,,1,1,0,0,,Carmen
129,2017-08-16,MM,0,2,Yes,No,No,No,0,0,Yellow baggie with black happy face.,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,3510,No,,,,1,1,0,0,,Carmen
130,2017-08-12,MM,0,2,Yes,No,No,No,0,,Clear baggoes red lips.,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,3507,No,,,,1,1,0,0,,Carmen
131,2017-08-12,MM,0,2,Yes,No,No,No,0,1,,Yes,No,No,No,No,No,0,,Yes,02-Jan,query,,,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,3525,Yes,1,,,1,1,0,0,,Carmen
132,2017-08-12,MM,0,2,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,3,,Yes,7 PHENANCETIN,OTHER,PHENANCETIN,PHENACETIN,3,COCAINE,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,3506,No,,,,1,1,0,0,,Carmen
133,2017-08-12,,0,0,No,Yes,No,No,1,0,Black dub baggie.,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,5,4,Yes,No,Yes,,No,Yes,,No,,,,1,0,0,0,,Carmen
134,2017-08-12,MM,0,2,Yes,No,No,No,0,0,Clear baggie.,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,7,OTHER,PHENACITIN,PHENACETIN,,,,,,,,,5,,Yes,No,Yes,,No,Yes,3504,No,,,,1,1,0,0,,Carmen
135,2017-08-12,MM,0,2,Yes,No,No,No,1,0,Clear baggie.,Yes,No,No,No,No,No,3,,Yes,,,,,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,3503,No,,,,1,1,0,0,,Carmen
136,2017-08-12,MM,0,1,No,Yes,No,No,0,0,Clear vial.,No,Yes,No,No,No,No,3,,Yes,3,COCAINE,,,7,OTHER,EPHEDRINE.,EPHEDRINE,,,,,,,,,5,1,No,No,Yes,,No,No,3521,No,,,,1,1,0,0,,Carmen
137,2017-08-12,MM,0,2,Yes,Yes,No,No,1,0,White powder.,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,1199,No,,,,1,1,0,0,Will also be taking with a friend.,Carmen
138,2017-08-12,LP,0,2,Yes,No,No,No,0,3,White blotter paper.,No,Yes,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,4284,Yes,0,,,1,1,0,0,Brought from Edmonton.,Carmen
139,2017-08-12,LP,0,0,Yes,Yes,No,No,1,6,Brown chunky flaky bits.,No,No,Yes,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,1695,Yes,0,,,1,0,0,7,Might take the drug.,Carmen
140,2017-08-06,SB,0,0,No,No,Yes,No,1,0,Grey Crystals.,No,Yes,No,No,No,No,0,,Yes,2,MDA,,,1,MDMA,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,3106,No,,,,1,1,0,0,,Carmen
141,2017-08-08,,0,2,No,Yes,No,No,1,0,Powder - yellow bag rocks.,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,3420,No,,,,1,1,0,0,,Carmen
142,2017-08-08,AD/KG,0,0,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,7,,Yes,GHB,OTHER,,GHB,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,3203,No,,,,1,1,,0,Will use with a freind as well.,Carmen
143,2017-08-08,KG/AD,0,0,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,3205,No,,,,1,1,,0,,Carmen
144,2017-08-08,AD/KG,0,0,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,0,,Yes,N HYDROXY MDA,OTHER,,,MDEA,OTHER,,MDEA,,,,,,,,,4,,Yes,Yes,No,,No,Yes,3202,No,,,,1,1,0,0,,Carmen
145,2017-08-08,AD/KG,0,0,Yes,No,No,No,0,0,"Brown crystals, gel cap, bought in 2016",Yes,No,No,No,No,No,0,,No,MDA,MDA,,,HYDROXY 3-4 MDA,OTHER,,HYDROXY 3-4 MDA,,,,,,,,,4,,Yes,Yes,No,,No,Yes,3283,No,,,,1,1,0,0,,Carmen
146,2017-08-08,KL,0,2,Yes,Yes,No,No,0,,,No,Yes,No,No,No,No,3,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,No,Yes,No,,No,No,3405,No,,,,,,,,,Carmen
147,2017-08-08,AD,0,0,Yes,Yes,No,No,0,0,Black Bag,No,Yes,No,No,No,No,0,,Yes,1 OR 2,query,,,,,,,,,,,,,,,4,,Yes,No,No,Probably MDMA,No,Yes,3701,No,,,,,0,0,,,Carmen
148,2017-08-08,AD,0,0,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,0,,Yes,N-OH MDA,OTHER,,,OTHER MDXX,OTHER,,MDXX,,,,,,,,,4,,Yes,Yes,No,Mix of md-family,No,Yes,3255,No,,,,1,1,0,0,,Carmen
149,2017-08-10,GB,0,2,Yes,Yes,No,No,1,1,Redbag with yellow mushrooms.,Yes,No,No,No,No,No,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,1463,No,,,,1,1,0,2,,Carmen
150,2017-08-10,GB,0,0,Yes,No,No,No,0,0,White powder.,Yes,No,No,No,No,No,0,,Yes,MDMA,MDMA,,,MDA,MDA,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,1221,No,,,,1,0,0,0,,Carmen
151,2017-08-10,GB,0,0,Yes,Yes,No,No,0,0,Oily crystals (brown),Yes,No,No,No,No,No,0,,Yes,2,MDA,,,7-SUCROSE,OTHER,,CARBOHYDRATES,7-MDA TYPE SUBSTANCE,OTHER,SAFFROL,query MDA TYPE SUBSTANCE/SAFFROL,,,,,2,2,Yes,Yes,No,,No,Yes,1605,No,,,,1,0,0,0,Also check marked dispose of drug.,Carmen
152,2017-08-10,HF,0,0,No,Yes,No,No,1,0,,No,Yes,No,No,No,No,3,,Yes,,,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,1704,No,,,,1,0,0,0,Drugs bought off site from Vancouver.,Carmen
153,2017-08-10,KM,0,1,Yes,No,No,No,0,0,White Powder,No,Yes,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4212,No,,,,,1,0,0,No indication if the substance was discarded or not.,Carmen
154,2017-08-11,KM,0,2,Yes,Yes,No,No,0,0,White powder in red bag.,No,No,Yes,No,No,No,,,Yes,3,COCAINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,1703,No,,,,,1,0,7,Will give it to someone. No indication if the substane was discarded or not.,Carmen
155,2017-08-11,KM,0,2,Yes,No,No,No,0,0,Dark crystals in a bag with yellow cars.,No,No,Yes,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,1012,No,,,,,1,0,7,Will give it to someone or sell it. No indication if the sunstance was discarded or not.,Carmen
156,2017-08-11,,0,2,Yes,No,No,No,0,6,In the form of a rock.,No,Yes,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,,,Yes,Yes,No,,No,Yes,1015,No,,,,,1,0,0,No initials of the tester. No information if the substance was discarded or not.,Carmen
157,2017-08-11,KM,0,2,Yes,No,No,No,0,0,,No,No,Yes,No,No,No,11,,No,,,,,,,,,,,,,,,,,4,,Yes,No,No,,No,Yes,1700,No,,,,,1,0,0,No information if they consented to the spec test or if it was a FTIR or Raman test. Also no information written down if they discarded the substance or not.,Carmen
158,2017-08-11,KM,0,2,Yes,Yes,No,No,1,0,Tanish MDMA powder in a dime bag which was emptied from a capsule.,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,4,,Yes,No,No,,No,Yes,1005,No,,,,,1,0,7,Not sure what they will do with the drug. No information written down if the substance was discarded or not.,Carmen
159,2017-08-11,FB,0,0,Yes,No,No,No,0,5,Orange juice tainted. Believes it is a benzo.,No,No,No,No,No,No,11,Benzo,Yes,8,NO MATCH,,,,,,,,,,,,,,,1,,Yes,Yes,No,Thought friends may have put benzos in his orange juice - no benzos detected.,No,Yes,1774,No,,,,1,1,0,0,,Carmen
160,2017-08-11,MW,0,1,Yes,No,No,No,0,3,,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,Yes,No,No,,No,No,1728,Yes,0,,,,1,0,0,,Carmen
161,2017-08-10,,0,0,Yes,No,No,No,3,0,Believes it is MXE. Clear baggy with black clubs clear crystals.,Yes,No,No,No,No,No,10,MXE,No,6,KETAMINE,,,7,OTHER,DESCHLORB KETAMINE,query DESCHLORB KETAMINE,,,,,,,,,,,No,No,No,,No,No,1568,No,,,,,,,,"No initials of the tester. No additional information written down in regards to post test questions, or if the substance was discarded.",Carmen
162,2017-08-10,,0,0,Yes,Yes,Yes,No,1,3,,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,1719,Yes,11,,,1,1,0,5,No initial of the tester. No spec test or fentanyl test results.,Carmen
163,2017-08-10,AGB,0,2,Yes,No,No,No,0,3,,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,1711,Yes,0,,,1,0,0,0,"Weak reaction, ten plus minutes.",Carmen
164,2017-08-10,AGB,0,2,Yes,Yes,No,No,1,3,Red teddy bear (greatful dead).,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,1709,No,,,,1,0,0,7,Will give to friends.,Carmen
165,2017-08-10,GB,0,0,Yes,Yes,No,No,1,0,White powder in a gel cap.,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,1718,No,,,,1,1,0,0,,Carmen
166,2017-08-10,GB,0,0,Yes,Yes,No,No,0,0,White powder in gel cap.,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,No,1717,No,,,,1,1,0,0,No results for fentanyl test marked down.,Carmen
167,2017-08-10,GB,0,2,Yes,No,No,No,0,0,Grey/Purple crystals,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,1705,No,,,,1,1,0,0,,Carmen
168,2017-08-10,GB,0,1,Yes,Yes,No,No,0,0,Purple baggie,Yes,No,No,No,No,No,2,,No,6,KETAMINE,,,,,,,,,,,,,,,,,Yes,No,No,,No,Yes,1716,No,,,,1,0,0,0,,Carmen
169,2017-08-10,FB,0,1,Yes,Yes,No,No,0,1,Brown crystals in a gel cap.,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,1714,No,,,,1,1,0,0,,Carmen
170,2017-08-08,EG,0,2,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,No,No,,No,Yes,3266,No,,,,,1,0,0,NO INDICATION IF IT WAS DISCARDED OR NOT.,Carmen
171,2017-08-11,TB,0,2,Yes,No,No,No,0,0,WHITE FINE POWDER,Yes,No,No,No,No,No,0,,Yes,7- CAFFIENE,OTHER,,CAFFEINE,1 - MDMA,MDMA,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,2061,No,,,,1,0,0,2,,Carmen
172,2017-08-11,TB,0,0,Yes,No,No,No,1,2,"wHITE, CLEAR BAGGIE, PUT INTO OTHER BAG BECAUSE IT WAS RIPPED.",No,Yes,No,No,No,No,11,,Yes,7 - STARTCH,OTHER,,CARBOHYDRATES,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,2087,No,,,,0,1,0,4,,Carmen
173,2017-08-11,TB,0,2,Yes,Yes,No,No,0,0,WHITE POWDER,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,2071,No,,,,,,,,,Carmen
174,2017-08-11,HM/AM,1,2,Yes,No,No,No,0,1,WHITE POWDER FILLED CAP,Yes,No,No,No,No,No,0,,Yes,MDMA,MDMA,,,MANNITOL,OTHER,,MANNITOL,,,,,,,,,4,,Yes,Yes,No,,No,Yes,2070,No,,,,1,1,0,0,,Carmen
175,2017-08-11,HM/AM,0,2,Yes,Yes,No,No,0,0,MDMA CAPSULE,Yes,No,No,No,No,No,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,2057,No,,,,1,1,0,0,,Carmen
176,2017-08-11,KL,0,2,Yes,No,No,No,0,0,CAME IN A WHITE BAG (HAD ANOTHER DISCRIPTION BUT COULD NOT READ THE WRITING).,Yes,No,No,No,No,No,3,,Yes,7,OTHER,PHENACETIN,PHENACETIN,3,COCAINE,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,2053,No,,,,1,1,0,7,OTHER; TAKE IN MMORNING AFTER THEY GET A REAL BAG.,Carmen
177,2017-08-08,LP,0,0,Yes,No,No,No,0,0,White crystal in green playboy baggie.,Yes,No,No,No,No,No,2,,No,,,,,,,,,,,,,,,,,,,Yes,No,No,,No,Yes,3018,Yes,2,,,1,1,0,0,,Carmen
178,2017-08-08,LP,0,0,Yes,No,No,No,0,0,White crystal in a bulldog baggie.,Yes,No,No,No,No,No,0,,No,,,,,,,,,,,,,,,,,,,Yes,No,No,,No,Yes,3017,Yes,1,,,1,1,0,0,,Carmen
179,2017-08-08,LP,0,0,Yes,Yes,No,No,0,0,Brown crystal now in powder form,No,Yes,No,No,No,No,0,,No,,,,,,,,,,,,,,,,,,,Yes,No,No,,No,Yes,3072,Yes,1,GREEN TO BLACK TWICE,,1,,,0,,Carmen
180,2017-08-08,LP,0,0,Yes,Yes,No,No,0,3,colourful blotter paper.,No,No,No,No,No,Yes,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,3073,Yes,,,,1,1,0,0,No results marked down for colorimetric testing.,Carmen
181,2017-08-08,LP,0,2,Yes,Yes,No,No,0,0,,No,Yes,No,No,No,No,0,,No,,,,,,,,,,,,,,,,,,,Yes,No,No,,No,No,3269,Yes,1,,,1,1,0,0,No results marked down for result of fentanyl test.,Carmen
182,2017-08-08,LP,0,2,Yes,Yes,No,No,0,3,"Green, red, yellow, black/white patterning",No,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,3042,Yes,0,,,1,1,0,0,Appriciate the services.,Carmen
183,2017-08-08,HS,,0,Yes,No,No,No,,2,2CB pressed pill.,No,Yes,No,No,No,No,6,,Yes,2CB,OTHER,,2Cx,,,,,,,,,,,,,3,,No,No,No,,No,No,3001,No,,,,1,1,0,0,No gender marked down. No indication if the test was FTIR or Raman,Carmen
184,2017-08-08,HF,0,1,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,3006,No,,,,1,1,0,5,,Carmen
185,2017-08-08,EG ?,0,2,No,No,No,No,1,0,,No,Yes,No,No,No,No,3,,Yes,,,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,3646,No,,,,,,,,No information marked down in regards to who the drug was for. No information marked down on backside of sheet.,Carmen
186,2017-08-08,AP,0,0,Yes,Yes,No,No,0,0,"White powder, small maris nana baggie.",Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,2,,Yes,No,No,,No,Yes,3432,No,,,,1,1,0,0,,Carmen
187,2017-08-08,AD,0,0,Yes,No,No,No,0,0,Light,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,3099,No,,,,1,1,0,0,,Carmen
188,2017-08-08,AD,0,0,Yes,No,No,No,0,0,Dark,Yes,No,No,No,No,No,,,Yes,,,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,3100,No,,,,1,1,0,0,,Carmen
189,2017-08-08,AD,0,2,Yes,Yes,No,No,0,0,"Brown powder mdma, higher brown with crystals.",No,Yes,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,2,,No,Yes,No,,No,Yes,3111,No,,,,1,1,0,0,,Carmen
190,2017-08-08,LR,0,0,Yes,No,No,No,0,1,Light crystals.,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,3121,No,,,,1,1,0,0,,Carmen
191,2017-08-08,LR,0,0,Yes,No,No,No,0,1,small baggie with a cofederate flag on one side. Beige small chunks.,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,3450,No,,,,1,1,0,0,,Carmen
192,2017-08-08,LR,0,0,Yes,No,No,No,0,0,Small vials with clear crystals.,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,3451,No,,,,1,1,0,0,,Carmen
193,2017-08-08,LR,0,0,No,Yes,No,No,1,0,Clear baggie.,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,3082,No,,,,1,0,0,0,,Carmen
194,2017-08-08,LR,0,2,Yes,No,No,No,0,0,"White crystals in a baggie with a red background with black text saying ""stay high"" with a bomb graphic.",No,Yes,No,No,No,No,11,,Yes,6,KETAMINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,3452,No,,,,,1,0,7,Dont know what they will do with their drug.,Carmen
195,2017-08-08,HN/KG,0,0,Yes,No,Yes,No,1,0,Brown powder in capsules.,Yes,No,No,No,No,No,0,,Yes,CRYSTAL MDMA,MDMA,,,,,,,,,,,,,,,2,,Yes,No,No,,No,Yes,3454,No,,,,1,1,0,0,,Carmen
196,2017-08-08,HN/KG,0,2,Yes,Yes,No,No,1,0,"Clear bag, whiteish powder",No,Yes,No,No,No,No,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,3078,No,,,,1,1,,0,,Carmen
197,2017-08-08,HN/KG,0,0,Yes,No,No,No,0,0,Smiling face bag with a white powder.,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,3455,No,,,,1,1,0,0,,Carmen
198,2017-08-08,CB,0,2,Yes,No,No,No,1,3,,No,Yes,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,3648,Yes,0,,,1,1,0,0,,Carmen
